Official Name,Country/Org of UN Registry,Country of Operator,Operator,Users,Purpose,Period (minutes),Date of Launch,Contractor,Country of Contractor,Launch Site,Launch Vehicle,NORAD Number,Year
Dove 3k-9,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.5,12/27/2018,"Planet Labs, Inc.",USA,Vostochny Cosmodrome,Soyuz 2.1a,43906,2018
Dove 3m-1,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.8,10/31/2017,"Planet Labs, Inc.",USA,Vandenberg AFB,Minotaur-C,42995,2017
Dove 3m-2,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.8,10/31/2017,"Planet Labs, Inc.",USA,Vandenberg AFB,Minotaur-C,42998,2017
Dove 3m-3,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.8,10/31/2017,"Planet Labs, Inc.",USA,Vandenberg AFB,Minotaur-C,42996,2017
Dove 3m-4,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.8,10/31/2017,"Planet Labs, Inc.",USA,Vandenberg AFB,Minotaur-C,42997,2017
Dove 3p-1,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41967,2017
Dove 3p'-1,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.5,1/11/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43121,2018
Dove 3p-10,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41974,2017
Dove 3p-11,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41975,2017
Dove  3p-12,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41972,2017
Dove 3p-13,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42040,2017
Dove 3p-14,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42012,2017
Dove 3p-15,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42039,2017
Dove 3p-16,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42011,2017
Dove 3p-17,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41962,2017
Dove 3p-18,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41957,2017
Dove 3p-19,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41955,2017
Dove 3p-2,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41966,2017
Dove 3p'-2,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.5,1/11/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43120,2018
Dove 3p-20,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41950,2017
Dove 3p-21,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41959,2017
Dove 3p-22,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41958,2017
Dove  3p-23,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42018,2017
Dove  3p-24,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41956,2017
Dove 3p-25,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41964,2017
Dove 3p-26,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41961,2017
Dove 3p-27,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41963,2017
Dove 3p-28,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41960,2017
Dove 3p-29,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42045,2017
Dove 3p'-3,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.5,1/11/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43119,2018
Dove 3p-37,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41968,2017
Dove 3p-30,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41987,2017
Dove 3p-31,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42049,2017
Dove 3p-32,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42023,2017
Dove 3p-33,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41990,2017
Dove 3p-34,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41988,2017
Dove 3p-35,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41989,2017
Dove 3p-36,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41986,2017
Dove 3p-37,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41953,2017
Dove  3p-38,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42037,2017
Dove 3p-39,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42038,2017
Dove 3p-4,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41965,2017
Dove 3p'-4,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.5,1/11/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43122,2018
Dove 3p-40,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42010,2017
Dove 3p-41,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42004,2017
Dove 3p-42,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42008,2017
Dove  3p-43,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42007,2017
Dove 3p-44,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42033,2017
Dove 3p-45,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42005,2017
Dove 3p-46,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42031,2017
Dove 3p-47,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42032,2017
Dove 3p-48,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42006,2017
Dove 3p-49,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42001,2017
Dove  3p-5,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41971,2017
Dove 3p-50,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42029,2017
Dove 3p-51,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41952,2017
Dove 3p-52,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42030,2017
Dove 3p-53,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42013,2017
Dove 3p-54,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42014,2017
Dove 3p-55,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42041,2017
Dove 3p-56,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42042,2017
Dove 3p-57,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41978,2017
Dove 3p-58,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41977,2017
Dove 3p-59,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42022,2017
Dove 3p-6,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41969,2017
Dove 3p-60,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41976,2017
Dove 3p-61,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42009,2017
Dove 3p-62,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42036,2017
Dove 3p-63,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42035,2017
Dove 3p-64,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42034,2017
Dove  3p-65,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42028,2017
Dove 3p-66,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42027,2017
Dove 3p-67,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42002,2017
Dove 3p-68,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42003,2017
Dove  3p-69,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42020,2017
Dove 3p-7,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41970,2017
Dove 3p-70,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41980,2017
Dove 3p-71,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42024,2017
Dove 3p-72,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42051,2017
Dove 3p-73,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41981,2017
Dove  3p-74,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42048,2017
Dove  3p-75,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41979,2017
Dove  3p-76,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42019,2017
Dove 3p-77,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42025,2017
Dove 3p-78,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42047,2017
Dove  3p-79,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41984,2017
Dove 3p-8,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41951,2017
Dove  3p-80,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42026,2017
Dove 3p-81,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42043,2017
Dove 3p-82,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42046,2017
Dove 3p-83,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42050,2017
Dove 3p-84,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42021,2017
Dove 3p-85,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41983,2017
Dove 3p-86,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41985,2017
Dove  3p-87,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,42044,2017
Dove 3p-88,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41982,2017
Dove 3p-9,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,2/14/2017,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,41973,2017
Dove 3r-1,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,10/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43747,2018
Dove 3r-10,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,11/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43740,2018
Dove 3r-11,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,11/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43725,2018
Dove 3r-12,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,11/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43724,2018
Dove 3r-13,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,10/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43750,2018
Dove 3r-14,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,10/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43749,2018
Dove 3r-15,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,10/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43736,2018
Dove 3r-16,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,10/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43735,2018
Dove 3r-2,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,10/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43748,2018
Dove 3r-3,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,10/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43734,2018
Dove 3r-4,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,10/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43733,2018
Dove 3r-5,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,11/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43726,2018
Dove 3r-7,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,11/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43741,2018
Dove 3r-7,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,10/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43742,2018
Dove 3r-8,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,11/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43727,2018
Dove 3r-9,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,10/29/2018,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,43723,2018
Dove 3s-1,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,96.3,12/3/2018,"Planet Labs, Inc.",USA,Vandenberg AFB,Falcon 9,43769,2018
Dove 3s-2,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,96.3,12/3/2018,"Planet Labs, Inc.",USA,Vandenberg AFB,Falcon 9,43821,2018
Dove 3s-3,NR,USA,"Planet Labs, Inc.",Commercial,Earth Observation,96.3,12/3/2018,"Planet Labs, Inc.",USA,Vandenberg AFB,Falcon 9,43788,2018
Dove 4a-1,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.7,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44079,2019
Dove 4a-10,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44097,2019
Dove 4a-11,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44096,2019
Dove 4a-12,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44108,2019
Dove 4a-13,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44102,2019
Dove 4a-14,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44101,2019
Dove 4a-15,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44100,2019
Dove 4a-16,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44099,2019
Dove 4a-17,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44088,2019
Dove 4a-18,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44089,2019
Dove 4a-19,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44090,2019
Dove 4a-2,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.7,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44080,2019
Dove 4a-20,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44091,2019
Dove 4a-3,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.7,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44081,2019
Dove 4a-4,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.7,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44082,2019
Dove 4a-6,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44094,2019
Dove 4a-7,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44093,2019
Dove 4a-8,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44092,2019
Dove 4a-9,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44098,2019
Dove 4a-5,NR (11/19),USA,"Planet Labs, Inc.",Commercial,Earth Observation,94.6,4/1/2019,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,44095,2019
Data Relay Test Satellite (DRTS),Japan,Japan,National Space Development Agency,Government,Technology Development,1436.12,9/10/2002,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A,27516,2002
USA 167,USA,USA,US Air Force,Military,Communications,1436.12,3/11/2003,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Atlas 2A,27691,2003
USA 170,USA,USA,US Air Force,Military,Communications,1436.1,8/29/2003,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Delta 4,27875,2003
USA 135,USA,USA,US Air Force,Military,Communications,1436.1,10/24/1997,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Delta 4,25019,1997
USA 148,USA,USA,US Air Force,Military,Communications,1436.13,1/1/2000,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Atlas 2A,26052,2000
USA 153,USA,USA,US Air Force,Military,Communications,1436.12,10/20/2000,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Atlas 2A,26575,2000
